id;latitud_gps;longitud_gps;random
4305;39.491;-0.376;0.913476646
6931;39.487;-0.403;0.526791591
6933;39.478;-0.402;0.09947327
169;39.474;-0.38;0.357473915
3404;39.472;-0.392;0.214859793
46;39.47;-0.38;0.788300221
6375;39.468;-0.409;0.358729601
11230;39.463;-0.354;0.061833578
5509;39.454;-0.361;0.551228855
7103;39.478;-0.398;0.819482623
2060;39.461;-0.37;0.045242816
1636;39.461;-0.368;0.073483051
11601;39.459;-0.352;0.731263665
4423;39.484;-0.377;0.653793898
11517;39.466;-0.356;0.709662417
3073;39.454;-0.385;0.690716146
5174;39.464;-0.333;0.044005817
6307;39.461;-0.402;0.279916289
1068;39.469;-0.372;0.571213978
10265;39.469;-0.36;0.774375188
9538;39.49;-0.357;0.165471008
9066;39.496;-0.369;0.056187058
9103;39.493;-0.372;0.952461914
12160;39.491;-0.39;0.396366104
485;39.469;-0.378;0.740182849
5691;39.442;-0.367;0.944315756
10621;39.474;-0.345;0.107931491
9217;39.483;-0.349;0.242744995
3220;39.455;-0.383;0.240157962
6497;39.492;-0.401;0.150020163
2860;39.463;-0.386;0.304910707
2144;39.455;-0.357;0.188418058
11646;39.464;-0.356;0.460181258
9873;39.469;-0.353;0.005309623
6126;39.457;-0.402;0.185297532
10731;39.472;-0.338;0.061756767
9202;39.483;-0.349;0.118557611
5697;39.442;-0.366;0.389375645
12466;39.453;-0.38;0.633599393
2461;39.46;-0.375;0.797366301
9391;39.487;-0.365;0.07817866
2824;39.465;-0.387;0.767110826
10687;39.474;-0.345;0.500350056
9263;39.483;-0.349;0.416173607
12435;39.447;-0.38;0.871029374
1246;39.471;-0.37;0.534345902
6717;39.484;-0.402;0.625940157
7970;39.454;-0.399;0.708961021
2976;39.465;-0.383;0.303517762
12427;39.449;-0.379;0.533845762
2140;39.458;-0.359;0.63584665
11780;39.459;-0.337;0.706580872
10674;39.463;-0.338;0.600150892
1839;39.466;-0.363;0.325352658
530;39.468;-0.375;0.765489632
11584;39.462;-0.34;0.291531709
10758;39.468;-0.342;0.997569944
7897;39.443;-0.393;0.534125231
3120;39.463;-0.383;0.598407638
243;39.476;-0.384;0.548363768
9616;39.488;-0.361;0.794970664
5434;39.478;-0.332;0.375422388
1687;39.463;-0.365;0.518149059
9808;39.483;-0.356;0.05525649
3053;39.456;-0.386;0.298105473
8684;39.467;-0.401;0.641701441
610;39.472;-0.375;0.905255336
5892;39.462;-0.401;0.896672789
12308;39.492;-0.387;0.94808545
9048;39.493;-0.368;0.837123365
3502;39.475;-0.393;0.598100696
8820;39.491;-0.369;0.984373527
13047;39.478;-0.417;0.826448109
5598;39.454;-0.358;0.863953622
6308;39.462;-0.413;0.244052713
9083;39.493;-0.364;0.393950862
5571;39.456;-0.356;0.468922216
7615;39.446;-0.389;0.288741289
12206;39.495;-0.38;0.637071513
12516;39.452;-0.38;0.733211971
695;39.457;-0.384;0.48593226
9931;39.472;-0.358;0.990938206
3032;39.461;-0.384;0.017980514
11725;39.455;-0.344;0.157178625
7687;39.44;-0.389;0.828072639
10601;39.467;-0.342;0.179948887
1826;39.462;-0.367;0.724290238
12725;39.503;-0.423;0.567697394
2657;39.462;-0.387;0.283300854
4803;39.482;-0.372;0.825154897
8009;39.471;-0.4;0.274723349
6811;39.492;-0.394;0.192748907
821;39.475;-0.37;0.222884216
2652;39.467;-0.38;0.482172536
8089;39.47;-0.403;0.933868185
5147;39.465;-0.33;0.445960556
2458;39.456;-0.377;0.208640212
8200;39.471;-0.401;0.703352196
10494;39.473;-0.342;0.522099152
10929;39.469;-0.343;0.186753902
9347;39.486;-0.364;0.575586025
8728;39.494;-0.377;0.785546674
5435;39.468;-0.332;0.262970081
12621;39.449;-0.372;0.3655464
1176;39.467;-0.371;0.320423229
7980;39.447;-0.39;0.942214897
4540;39.478;-0.366;0.79500882
7113;39.482;-0.402;0.441056544
12333;39.497;-0.393;0.985270375
11634;39.464;-0.356;0.87294066
3675;39.476;-0.384;0.165318078
4507;39.477;-0.363;0.669089486
9238;39.483;-0.349;0.356484624
9676;39.489;-0.364;0.566259345
925;39.479;-0.379;0.186566237
8164;39.463;-0.397;0.511098817
907;39.475;-0.371;0.393343671
12295;39.495;-0.395;0.898227467
629;39.473;-0.375;0.083886856
783;39.473;-0.373;0.021905375
10324;39.47;-0.357;0.926980251
10195;39.478;-0.354;0.029046927
8070;39.466;-0.393;0.352255042
7753;39.439;-0.389;0.811313626
4765;39.488;-0.368;0.546980849
13097;39.471;-0.419;0.161472479
7253;39.494;-0.408;0.156448218
4980;39.485;-0.367;0.93281273
4968;39.486;-0.359;0.763285027
1550;39.461;-0.369;0.187607659
577;39.471;-0.372;0.465996001
3118;39.462;-0.389;0.327271076
13012;39.472;-0.413;0.549651189
13208;39.477;-0.414;0.974350206
1658;39.463;-0.364;0.903680397
7398;39.506;-0.366;0.473232805
4942;39.473;-0.36;0.600916106
10428;39.468;-0.35;0.858567963
1622;39.461;-0.37;0.011192948
10451;39.473;-0.342;0.832407891
9288;39.483;-0.349;0.469101773
8326;39.467;-0.392;0.651572055
301;39.471;-0.376;0.795541569
8424;39.462;-0.397;0.810445078
11932;39.447;-0.309;0.992137595
371;39.47;-0.375;0.601412682
7325;39.504;-0.367;0.810899007
11979;39.492;-0.388;0.070867744
12922;39.472;-0.419;0.405881621
10569;39.467;-0.341;0.177134318
10013;39.474;-0.352;0.631882891
5909;39.462;-0.4;0.486651889
506;39.469;-0.377;0.184040778
3656;39.47;-0.391;0.74723249
2687;39.465;-0.383;0.919515148
7193;39.484;-0.4;0.615153886
7170;39.489;-0.399;0.121433897
12040;39.491;-0.389;0.408542048
5959;39.461;-0.402;0.913152708
300;39.471;-0.376;0.544153211
12401;39.499;-0.393;0.788233847
9315;39.483;-0.349;0.289548823
12178;39.49;-0.39;0.775414174
4712;39.474;-0.36;0.226438678
2922;39.465;-0.381;0.53518176
6889;39.489;-0.391;0.342162489
2599;39.466;-0.382;0.573595966
8569;39.474;-0.398;0.725584767
2562;39.463;-0.375;0.847122886
10903;39.47;-0.335;0.196896348
822;39.475;-0.37;0.47054801
10453;39.47;-0.347;0.91893426
4652;39.481;-0.364;0.31537122
12865;39.478;-0.421;0.062530761
8784;39.494;-0.378;0.587718882
957;39.48;-0.377;0.936461683
10541;39.47;-0.336;0.902369476
70;39.469;-0.38;0.587200987
1222;39.469;-0.371;0.397043621
5941;39.462;-0.402;0.992093424
6594;39.496;-0.401;0.43113558
2579;39.456;-0.368;0.573172558
11911;39.463;-0.318;0.316741688
8671;39.469;-0.405;0.517036434
6742;39.485;-0.4;0.168765549
9150;39.494;-0.363;0.406566241
10507;39.465;-0.341;0.429924593
2432;39.457;-0.372;0.203704785
3368;39.454;-0.383;0.532590203
2480;39.463;-0.376;0.227124184
10748;39.466;-0.338;0.750536558
12497;39.449;-0.378;0.074229436
5996;39.464;-0.399;0.386688213
12547;39.453;-0.379;0.532861171
12380;39.499;-0.389;0.850961261
7510;39.45;-0.391;0.268891031
10895;39.467;-0.35;0.996317975
11026;39.472;-0.34;0.067853627
10846;39.466;-0.338;0.512603864
1308;39.46;-0.366;0.421369302
10725;39.463;-0.338;0.199707116
5359;39.47;-0.329;0.041171268
1179;39.469;-0.371;0.556940055
9251;39.483;-0.349;0.372416332
2318;39.457;-0.366;0.745273902
4322;39.486;-0.377;0.788348343
3807;39.475;-0.386;0.127216506
3356;39.455;-0.384;0.927178635
465;39.472;-0.377;0.887248944
10481;39.47;-0.337;0.564294343
12977;39.472;-0.421;0.521984915
1319;39.469;-0.369;0.802884428
1115;39.47;-0.371;0.607915245
4887;39.473;-0.357;0.204360404
3091;39.466;-0.386;0.977333402
12784;39.5;-0.419;0.457899883
24;39.471;-0.378;0.620394965
3843;39.49;-0.375;0.719581826
61;39.471;-0.379;0.962387318
5476;39.463;-0.324;0.295247945
138;39.474;-0.376;0.611975409
7555;39.439;-0.387;0.896045037
12175;39.491;-0.389;0.058205302
687;39.462;-0.382;0.295350054
11004;39.47;-0.339;0.031481777
4348;39.489;-0.379;0.453874459
1833;39.464;-0.368;0.33073708
12548;39.452;-0.375;0.690174669
3176;39.46;-0.388;0.485437534
6228;39.471;-0.406;0.998033777
3479;39.473;-0.39;0.096372817
13324;39.472;-0.414;0.853747829
13445;39.477;-0.424;0.358641082
3666;39.47;-0.391;0.478618969
2274;39.462;-0.363;0.689114458
209;39.475;-0.381;0.316869407
8780;39.491;-0.371;0.981578001
8428;39.471;-0.402;0.29836908
4302;39.489;-0.372;0.821037975
11068;39.473;-0.34;0.744284039
4152;39.488;-0.388;0.338412722
5216;39.484;-0.331;0.0819378
11726;39.466;-0.353;0.056121455
692;39.469;-0.374;0.167416271
5081;39.464;-0.333;0.699688375
13122;39.474;-0.419;0.191018769
7526;39.449;-0.389;0.025731173
3709;39.473;-0.392;0.733674269
2310;39.455;-0.378;0.943762345
7946;39.441;-0.389;0.935156211
6170;39.457;-0.402;0.901124924
1174;39.472;-0.368;0.0048482
3210;39.456;-0.389;0.280510527
2279;39.46;-0.371;0.628202478
7580;39.452;-0.391;0.427726264
4124;39.486;-0.383;0.353348972
9786;39.487;-0.357;0.093489761
11156;39.459;-0.347;0.522915809
2882;39.468;-0.382;0.880370227
269;39.476;-0.382;0.196116081
2165;39.453;-0.375;0.486913541
7262;39.492;-0.396;0.162059246
7030;39.482;-0.395;0.677872856
4839;39.476;-0.366;0.148315394
5157;39.464;-0.332;0.133023789
6318;39.462;-0.398;0.958473763
5886;39.463;-0.401;0.939493131
12968;39.474;-0.422;0.701171419
7002;39.492;-0.403;0.471760289
2588;39.454;-0.378;0.779602898
8479;39.47;-0.399;0.645795875
5464;39.479;-0.325;0.317262257
6906;39.492;-0.395;0.189799481
7546;39.451;-0.389;0.263366359
4707;39.477;-0.363;0.357172041
3152;39.461;-0.388;0.315917962
13392;39.479;-0.42;0.365258246
9645;39.491;-0.362;0.555015067
11254;39.459;-0.347;0.844080176
2256;39.462;-0.364;0.906926851
12679;39.484;-0.396;0.785288383
6890;39.493;-0.402;0.924951452
12026;39.492;-0.384;0.001086465
11622;39.464;-0.356;0.956866688
9953;39.477;-0.348;0.499074774
13094;39.477;-0.421;0.337279765
5327;39.463;-0.335;0.05204345
8229;39.469;-0.393;0.245961369
10460;39.471;-0.348;0.720602792
8550;39.47;-0.398;0.712900381
12124;39.49;-0.383;0.869833621
6324;39.469;-0.407;0.920199433
3834;39.49;-0.375;0.266899448
1875;39.467;-0.363;0.137117545
828;39.475;-0.374;0.272743995
5124;39.483;-0.328;0.131218613
13296;39.472;-0.418;0.356992006
9555;39.492;-0.36;0.801395041
5739;39.452;-0.368;0.320480984
124;39.472;-0.378;0.780097507
7587;39.446;-0.389;0.853127123
11891;39.448;-0.332;0.471817501
2246;39.455;-0.379;0.239224091
5596;39.457;-0.357;0.805516641
6617;39.485;-0.399;0.201683333
12761;39.499;-0.418;0.842230535
3257;39.466;-0.379;0.457287117
6057;39.469;-0.418;0.767463316
12843;39.477;-0.42;0.000700688
1480;39.465;-0.371;0.017412626
7512;39.457;-0.393;0.490633204
1035;39.47;-0.371;0.407185923
5679;39.449;-0.368;0.654165455
4245;39.481;-0.373;0.194827587
2142;39.457;-0.365;0.245215689
11924;39.449;-0.336;0.935186414
446;39.469;-0.373;0.397734597
12937;39.471;-0.419;0.110318099
9385;39.486;-0.363;0.819559774
12987;39.477;-0.417;0.775907929
1736;39.464;-0.364;0.91428484
7188;39.492;-0.406;0.810093418
4172;39.48;-0.391;0.448838952
12415;39.449;-0.379;0.865196478
3406;39.474;-0.392;0.393555676
4180;39.492;-0.374;0.593321657
1940;39.461;-0.363;0.501962071
1229;39.469;-0.371;0.66043108
7718;39.443;-0.389;0.73630694
9597;39.485;-0.361;0.735142603
12423;39.448;-0.38;0.13634918
11290;39.461;-0.341;0.517405759
2151;39.454;-0.38;0.137539263
8551;39.466;-0.394;0.586211528
2627;39.466;-0.381;0.005098899
6746;39.484;-0.403;0.680412717
4390;39.489;-0.38;0.795522664
1037;39.468;-0.374;0.924020129
11218;39.461;-0.343;0.671835216
13398;39.475;-0.415;0.335785473
8448;39.47;-0.395;0.186582666
5749;39.454;-0.363;0.171810739
10842;39.47;-0.343;0.234745543
5459;39.474;-0.327;0.800958217
11863;39.459;-0.334;0.328460364
10742;39.469;-0.349;0.166731892
48;39.471;-0.378;0.668775328
13243;39.472;-0.418;0.039382216
1095;39.47;-0.371;0.868063694
6737;39.488;-0.393;0.716509885
9368;39.489;-0.358;0.267211096
12793;39.497;-0.422;0.784425457
11292;39.459;-0.347;0.051038812
12536;39.451;-0.372;0.850709536
7108;39.482;-0.402;0.740255385
9459;39.489;-0.365;0.641762266
9417;39.491;-0.359;0.533040901
2595;39.457;-0.369;0.723134411
5964;39.463;-0.399;0.756018251
990;39.461;-0.362;0.617017025
8339;39.474;-0.395;0.682507279
6834;39.489;-0.393;0.799643299
9763;39.485;-0.358;0.634371861
11874;39.447;-0.336;0.658276566
13134;39.473;-0.408;0.269127276
7135;39.498;-0.4;0.421597656
7596;39.452;-0.389;0.506400493
9697;39.49;-0.363;0.831325553
12404;39.449;-0.379;0.710333236
9273;39.483;-0.349;0.880239284
6047;39.464;-0.403;0.559078535
6454;39.46;-0.413;0.125232623
7919;39.444;-0.392;0.772598791
10369;39.476;-0.347;0.002371624
12723;39.499;-0.421;0.750960674
9076;39.495;-0.377;0.586937804
5413;39.474;-0.333;0.656549578
7040;39.49;-0.404;0.582243528
12396;39.506;-0.384;0.461440004
8468;39.471;-0.402;0.634039505
11298;39.463;-0.354;0.098479816
5296;39.468;-0.331;0.361287326
12730;39.504;-0.421;0.991509377
12506;39.452;-0.38;0.631376123
438;39.468;-0.377;0.01720833
464;39.47;-0.374;0.285582166
10169;39.477;-0.348;0.410526797
31;39.47;-0.38;0.506761522
9946;39.477;-0.349;0.293555094
13355;39.472;-0.414;0.943307866
1334;39.469;-0.369;0.689185877
10140;39.476;-0.348;0.536743287
9898;39.468;-0.355;0.948468305
6602;39.496;-0.401;0.927584776
7283;39.492;-0.397;0.378926237
4349;39.488;-0.369;0.430588267
8106;39.471;-0.393;0.749094061
12969;39.471;-0.42;0.662076276
10526;39.467;-0.341;0.690132625
10187;39.47;-0.35;0.203974145
13244;39.475;-0.421;0.785899054
7593;39.453;-0.39;0.554181588
1582;39.463;-0.365;0.576279387
3975;39.487;-0.389;0.991224134
38;39.469;-0.38;0.454576924
10754;39.469;-0.338;0.084374784
1060;39.47;-0.371;0.292052601
1426;39.459;-0.377;0.544624869
13187;39.472;-0.419;0.664968053
7600;39.439;-0.387;0.770603266
11115;39.465;-0.344;0.532494311
12849;39.478;-0.42;0.260144791
6090;39.467;-0.414;0.212056304
9132;39.498;-0.375;0.946128976
8859;39.497;-0.381;0.624814066
9626;39.485;-0.355;0.337457293
13121;39.479;-0.418;0.394157867
5119;39.464;-0.329;0.671422569
4366;39.485;-0.378;0.343951722
10031;39.468;-0.357;0.65509188
11053;39.474;-0.335;0.700427834
12338;39.497;-0.393;0.361525571
8985;39.492;-0.369;0.397010248
4059;39.488;-0.373;0.724621025
2387;39.457;-0.364;0.101019724
5298;39.466;-0.333;0.008474461
11123;39.483;-0.347;0.937991344
7427;39.53;-0.386;0.507927622
12281;39.491;-0.387;0.209219902
6160;39.469;-0.415;0.761355616
11238;39.465;-0.35;0.544473863
10476;39.466;-0.336;0.567569912
254;39.474;-0.383;0.943686554
2568;39.462;-0.374;0.046472064
10403;39.474;-0.348;0.654769067
1318;39.469;-0.369;0.512542897
11473;39.459;-0.35;0.412851595
13188;39.474;-0.419;0.873488055
6187;39.462;-0.398;0.542977515
12132;39.491;-0.386;0.327581488
2115;39.46;-0.371;0.872843621
4394;39.486;-0.375;0.278296986
1691;39.458;-0.375;0.510041397
8131;39.467;-0.391;0.340768096
7454;39.45;-0.391;0.357150644
4383;39.489;-0.378;0.411804145
10372;39.478;-0.353;0.787230042
941;39.477;-0.374;0.363996141
3613;39.469;-0.385;0.916692904
1180;39.468;-0.368;0.711658948
7843;39.447;-0.391;0.183907854
2755;39.46;-0.385;0.192067381
6400;39.471;-0.408;0.146432651
4717;39.471;-0.359;0.344841603
2067;39.458;-0.36;0.074223629
3749;39.466;-0.389;0.191828724
4331;39.484;-0.386;0.330338511
9223;39.483;-0.349;0.230552597
3134;39.463;-0.386;0.174971855
12737;39.499;-0.422;0.392404382
1700;39.466;-0.366;0.767237651
11898;39.453;-0.334;0.690351831
7446;39.449;-0.39;0.563830912
6102;39.469;-0.417;0.144691101
4321;39.486;-0.378;0.499391094
659;39.468;-0.379;0.365655758
9937;39.473;-0.355;0.385548423
2424;39.462;-0.372;0.305843859
6284;39.462;-0.413;0.044148851
7830;39.451;-0.392;0.845657717
1407;39.472;-0.366;0.900278818
13374;39.474;-0.412;0.338480823
12328;39.495;-0.389;0.374199076
3956;39.488;-0.389;0.486427325
4687;39.483;-0.363;0.337445145
2366;39.462;-0.371;0.29088545
1013;39.468;-0.374;0.350256233
2986;39.463;-0.389;0.513268139
2386;39.458;-0.363;0.219902633
8907;39.491;-0.371;0.775443824
9298;39.483;-0.349;0.475699535
1203;39.47;-0.369;0.559875725
12300;39.491;-0.391;0.240166532
10199;39.475;-0.353;0.136802791
5165;39.484;-0.329;0.780015328
191;39.476;-0.377;0.022973672
8897;39.494;-0.371;0.794609662
5268;39.468;-0.33;0.597979792
4468;39.483;-0.378;0.375332667
9780;39.49;-0.356;0.342362707
10863;39.471;-0.343;0.373351273
10945;39.471;-0.335;0.406669678
10468;39.467;-0.337;0.522473752
612;39.47;-0.377;0.695556465
8939;39.496;-0.369;0.095161683
9543;39.484;-0.36;0.530702666
4865;39.482;-0.365;0.343563441
10664;39.468;-0.341;0.897961338
13184;39.475;-0.42;0.525142687
12000;39.493;-0.383;0.689333553
8809;39.491;-0.371;0.841541097
3877;39.481;-0.389;0.016959491
6465;39.464;-0.408;0.216378518
4796;39.482;-0.372;0.882090143
414;39.471;-0.377;0.57992374
9455;39.489;-0.365;0.610832629
10690;39.469;-0.339;0.152026224
2616;39.468;-0.38;0.401036014
3256;39.456;-0.384;0.998253317
12722;39.504;-0.419;0.936256624
6376;39.469;-0.413;0.29521897
1409;39.46;-0.368;0.39219038
8803;39.498;-0.377;0.03989789
4469;39.488;-0.384;0.146874868
7084;39.495;-0.398;0.149666624
6340;39.471;-0.411;0.901137572
8566;39.463;-0.392;0.390029204
8305;39.473;-0.399;0.225066759
7440;39.457;-0.392;0.260661729
535;39.471;-0.374;0.786881037
6495;39.492;-0.401;0.744448172
2660;39.467;-0.381;0.088050496
3730;39.469;-0.386;0.913743332
268;39.476;-0.384;0.696802509
8348;39.462;-0.393;0.313071833
5850;39.452;-0.372;0.749181971
13129;39.472;-0.413;0.901323434
11474;39.456;-0.344;0.032858095
13437;39.48;-0.417;0.275802423
9708;39.482;-0.36;0.074366864
1595;39.463;-0.363;0.025019074
199;39.473;-0.377;0.191831655
12484;39.451;-0.379;0.90453046
2294;39.457;-0.365;0.994236081
5593;39.457;-0.357;0.371575082
3690;39.474;-0.388;0.230624502
12816;39.501;-0.423;0.649793162
1248;39.47;-0.368;0.095912207
12701;39.504;-0.42;0.742667078
2218;39.463;-0.372;0.73778633
3873;39.481;-0.389;0.491686761
6093;39.46;-0.401;0.149438433
763;39.473;-0.373;0.219012885
12921;39.478;-0.416;0.129112268
7396;39.51;-0.364;0.187840302
7347;39.508;-0.365;0.784727135
2531;39.463;-0.376;0.073679299
2646;39.463;-0.387;0.084020151
9899;39.473;-0.355;0.398857516
4918;39.48;-0.363;0.157379787
12698;39.499;-0.419;0.959829302
2625;39.467;-0.381;0.515393979
11404;39.463;-0.358;0.732497594
3619;39.475;-0.392;0.070156483
4726;39.478;-0.363;0.032973517
10141;39.473;-0.349;0.947885643
7763;39.453;-0.386;0.874837162
3431;39.474;-0.389;0.47206775
11631;39.455;-0.346;0.499581744
12030;39.492;-0.38;0.26347333
636;39.468;-0.377;0.878473744
1379;39.453;-0.378;0.298230128
11173;39.46;-0.352;0.534562729
9008;39.497;-0.377;0.420404769
5301;39.476;-0.33;0.028559866
2961;39.464;-0.388;0.977637721
11035;39.469;-0.341;0.74044122
11984;39.491;-0.383;0.1080346
7186;39.479;-0.395;0.934957358
11556;39.468;-0.342;0.15972656
9695;39.485;-0.358;0.553304017
10291;39.466;-0.353;0.079317989
2709;39.457;-0.386;0.429380726
5238;39.466;-0.329;0.745924141
8876;39.496;-0.374;0.707505416
6019;39.461;-0.401;0.645966042
9175;39.502;-0.369;0.312576159
7154;39.477;-0.395;0.320316948
8931;39.49;-0.366;0.529606248
1342;39.467;-0.375;0.02097622
2880;39.456;-0.388;0.842358575
4922;39.484;-0.37;0.627211035
4640;39.475;-0.36;0.640902684
935;39.478;-0.373;0.566286102
10161;39.47;-0.359;0.586288505
10751;39.465;-0.339;0.778247969
382;39.471;-0.377;0.94494001
8843;39.494;-0.368;0.919593997
10675;39.471;-0.343;0.593535126
7985;39.451;-0.385;0.859149281
5562;39.456;-0.356;0.667651128
825;39.475;-0.371;0.626669586
3427;39.469;-0.39;0.651783502
5135;39.464;-0.329;0.857634445
9000;39.497;-0.38;0.546057042
11871;39.447;-0.335;0.412596599
7003;39.49;-0.404;0.296619307
3388;39.465;-0.388;0.047371998
387;39.469;-0.373;0.545652183
580;39.468;-0.376;0.692226924
4391;39.483;-0.375;0.329762802
7745;39.439;-0.387;0.805874975
2182;39.453;-0.375;0.701459896
10327;39.472;-0.351;0.46726808
12838;39.5;-0.428;0.458390707
5094;39.464;-0.329;0.321237507
4902;39.482;-0.371;0.850934736
2899;39.46;-0.383;0.805291647
11423;39.465;-0.358;0.690009648
5834;39.453;-0.367;0.587705423
9951;39.469;-0.355;0.875771172
11901;39.453;-0.339;0.954650937
9715;39.49;-0.359;0.160355119
3778;39.472;-0.388;0.031530034
9821;39.468;-0.351;0.79560911
5050;39.461;-0.333;0.540651112
9987;39.474;-0.351;0.017458906
5587;39.455;-0.36;0.671975896
3683;39.472;-0.386;0.12830237
10763;39.471;-0.345;0.312581772
3869;39.481;-0.389;0.914049253
3723;39.476;-0.385;0.838423884
6009;39.459;-0.401;0.312362218
3445;39.474;-0.388;0.65458069
2617;39.466;-0.382;0.068869618
5866;39.446;-0.367;0.111460906
12821;39.505;-0.421;0.068607297
5528;39.455;-0.359;0.71246955
11906;39.446;-0.335;0.058741028
3058;39.459;-0.383;0.801609221
6644;39.484;-0.398;0.944327234
6540;39.493;-0.402;0.048671508
11567;39.459;-0.349;0.909758935
3306;39.462;-0.381;0.154525444
1382;39.471;-0.366;0.120464587
5362;39.481;-0.327;0.44769559
6885;39.476;-0.4;0.93398753
11343;39.464;-0.347;0.693856313
10761;39.467;-0.339;0.847999051
8714;39.492;-0.361;0.532232414
1493;39.465;-0.372;0.95766111
754;39.473;-0.373;0.202996665
13247;39.474;-0.415;0.352869997
10416;39.469;-0.336;0.457213899
10497;39.474;-0.342;0.635791538
8732;39.492;-0.362;0.20237304
10940;39.469;-0.342;0.818056673
13453;39.476;-0.413;0.954305648
9926;39.469;-0.358;0.439894194
1428;39.461;-0.375;0.856425904
4113;39.486;-0.376;0.33941491
12109;39.49;-0.391;0.067981243
9186;39.502;-0.369;0.346350771
11452;39.462;-0.347;0.824302682
10402;39.478;-0.352;0.407785756
1285;39.47;-0.37;0.126108278
1929;39.461;-0.363;0.689445503
1202;39.468;-0.372;0.267161214
11215;39.462;-0.342;0.097070356
11782;39.46;-0.338;0.785923126
6451;39.461;-0.404;0.270750142
12304;39.494;-0.382;0.858493578
6445;39.46;-0.413;0.07402834
8646;39.462;-0.394;0.997224075
12314;39.499;-0.392;0.401638082
6871;39.477;-0.399;0.918216653
4280;39.488;-0.376;0.572483856
6615;39.481;-0.403;0.18945071
729;39.474;-0.375;0.175422512
4957;39.473;-0.36;0.429634019
1947;39.46;-0.363;0.498135023
13295;39.471;-0.418;0.040598433
6483;39.492;-0.401;0.805182955
1410;39.472;-0.366;0.2001883
339;39.471;-0.377;0.93571074
2398;39.453;-0.378;0.69737906
2581;39.457;-0.368;0.953594669
1734;39.461;-0.367;0.081599022
1704;39.469;-0.365;0.332033438
4374;39.484;-0.375;0.416808342
1259;39.47;-0.366;0.065384545
6429;39.459;-0.406;0.638633377
2760;39.461;-0.391;0.467365984
8352;39.468;-0.396;0.092837583
6679;39.493;-0.404;0.036886503
11877;39.456;-0.397;0.731644792
3018;39.459;-0.386;0.182214585
6918;39.477;-0.397;0.240202938
4891;39.482;-0.365;0.357797413
2608;39.466;-0.383;0.370568322
7767;39.449;-0.393;0.97172835
2515;39.454;-0.379;0.906106147
5020;39.477;-0.328;0.149051896
168;39.474;-0.376;0.810576845
2363;39.461;-0.366;0.145043826
8252;39.47;-0.392;0.281918758
13165;39.473;-0.408;0.936255226
6265;39.459;-0.395;0.444266427
8231;39.467;-0.393;0.39952233
11980;39.492;-0.384;0.689393154
5976;39.456;-0.402;0.902687273
3852;39.489;-0.375;0.870191455
1526;39.466;-0.367;0.948766383
11102;39.465;-0.346;0.811781446
6227;39.472;-0.406;0.75992084
8747;39.493;-0.377;0.816214037
7415;39.527;-0.385;0.375783744
2820;39.457;-0.391;0.777493984
13152;39.48;-0.418;0.731726469
8860;39.491;-0.377;0.395680669
9327;39.486;-0.363;0.015348136
7729;39.449;-0.389;0.143442632
5460;39.474;-0.334;0.428421996
10061;39.474;-0.352;0.897796544
4418;39.488;-0.387;0.1257236
1566;39.465;-0.364;0.001502319
7020;39.489;-0.394;0.72447121
4291;39.487;-0.371;0.45982646
180;39.474;-0.376;0.875042268
10619;39.466;-0.336;0.445974651
7722;39.454;-0.393;0.294709696
5916;39.461;-0.4;0.841528276
10290;39.476;-0.351;0.552192637
4833;39.477;-0.367;0.172872011
3748;39.476;-0.385;0.375545903
12570;39.453;-0.374;0.105764849
12689;39.499;-0.419;0.474494467
222;39.473;-0.378;0.862084461
4229;39.486;-0.371;0.534127237
5332;39.482;-0.328;0.89226558
6312;39.469;-0.415;0.752917185
8607;39.465;-0.395;0.893785622
3847;39.489;-0.375;0.992590072
838;39.479;-0.377;0.543721547
5496;39.453;-0.338;0.061552394
11330;39.459;-0.346;0.737171503
5839;39.435;-0.351;0.813993237
5903;39.463;-0.4;0.492693952
2856;39.456;-0.384;0.377986339
4142;39.484;-0.379;0.906852897
10716;39.47;-0.339;0.60124906
8415;39.465;-0.391;0.547790311
12397;39.496;-0.387;0.984688029
1698;39.463;-0.366;0.735384928
12964;39.479;-0.421;0.112742085
3755;39.469;-0.388;0.395065551
10689;39.464;-0.342;0.412968467
6330;39.454;-0.402;0.219125468
4051;39.488;-0.374;0.913261119
13000;39.472;-0.419;0.488535431
10697;39.465;-0.348;0.486525214
4106;39.485;-0.382;0.522633801
4896;39.473;-0.358;0.961649568
4574;39.478;-0.358;0.978511275
10099;39.467;-0.353;0.922918697
11384;39.463;-0.349;0.835160416
7468;39.456;-0.392;0.020313661
669;39.47;-0.372;0.697582808
8118;39.472;-0.398;0.091488374
12147;39.496;-0.394;0.6676458
2735;39.46;-0.385;0.627578139
12707;39.501;-0.42;0.207586608
823;39.475;-0.375;0.608554699
9760;39.481;-0.358;0.6526943
3696;39.47;-0.386;0.81408397
7314;39.509;-0.37;0.594304424
6000;39.462;-0.403;0.695192767
5786;39.454;-0.353;0.612666928
7650;39.451;-0.391;0.73849049
513;39.469;-0.378;0.935291473
8988;39.497;-0.375;0.519839781
3676;39.474;-0.388;0.896621058
9732;39.488;-0.366;0.12378106
11553;39.457;-0.344;0.71061906
4537;39.482;-0.362;0.546192182
4913;39.473;-0.358;0.684748216
6905;39.486;-0.404;0.060311471
4830;39.485;-0.37;0.244794981
7289;39.496;-0.408;0.152532146
6951;39.482;-0.395;0.443814136
