PERIODISTA GIL SUMBIELA;-0.38350975890687444; 3.949.223.782.367.020,00 
AMADO GRANELL MESADO (MILITAR);-0.3653249961034342; 39.459.845.498.283.700,00 
ALBA;-0.3918992873939022; 3.943.539.151.129.140,00 
DAMA DE ELCHE;-0.3427699559255285; 3.946.277.021.395.390,00 
MASCARON;-0.2772693605721412; 39.279.122.917.328.500,00 
FUENTE DE SAN LUIS;-0.37168678515936404; 39.456.484.489.926.100,00 
ELIAS TORMO;-0.41947881953259203; 3.950.098.739.780.120,00 
SALAMANCA;-0.36515237807378764; 39.467.345.312.202.100,00 
DANIEL BALACIART;-0.3564203197727487; 3.947.968.650.381.420,00 
ERUDITO ORELLANA;-0.3874850943169383; 3.947.094.714.160.430,00 
JOAQUIN BENLLOCH;-0.3755481981211591; 394.522.045.738.676,00 
LEOPOLDO PILES ROS (PROFESSOR);-0.39746586421920677; 3.946.347.901.531.470,00 
COTANDA;-0.3768811512444503; 3.947.100.885.122.660,00 
RODRIGO BOTET;-0.3753657473773952; 39.471.286.321.713.800,00 
LEONES;-0.34865562699654024; 3.946.495.668.338.540,00 
DOCTOR MANUEL CANDELA;-0.3505829754713096; 3.946.678.518.532.470,00 
BOLBAITE;-0.3278859707083269; 3.948.218.287.055.280,00 
CAMPAMENTO;-0.42535213449091613; 3.950.035.048.304.790,00 
CONDE DE ALTEA;-0.3657285699829983; 3.946.693.538.503.030,00 
ALMAZORA;-0.3710550834482336; 3.948.450.343.852.600,00 
ROGER DE LAURIA;-0.3744131673838322; 39.469.123.088.765.700,00 
LERIDA;-0.37788956456448664; 394.837.561.112.015,00 
ENRIQUE NAVARRO;-0.3568633951774852; 39.484.394.477.700.100,00 
ACTOR LLORENS;-0.35487001166315985; 3.946.809.055.828.920,00 
FUENTE DE SAN LUIS;-0.3715672584924074; 3.945.452.737.080.910,00 
JOSE BALLESTER GOZALVO;-0.32503442134557026; 3.948.283.352.561.350,00 
RODRIGO DE PERTEGAS;-0.344286763332196; 3.946.174.089.672.660,00 
VICENTE BARRERA CAMBRA;-0.3573018012567213; 39.480.730.039.019.900,00 
SAN VICENTE MARTIR;-0.3770839060299961; 39.471.923.775.579.500,00 
CATALU;-0.3542180525264539; 3.947.860.103.259.540,00 
POETA QUINTANA;-0.370578698528523; 3.947.116.625.081.510,00 
CALLOSA DaEN SARRIA;-0.38764595553946046; 3.946.163.973.017.940,00 
CID;-0.39355274527831696; 3.946.777.237.601.050,00 
ENGUERA;-0.39472964473898836; 3.946.647.143.205.420,00 
CAMBRILS;-0.3799222282041328; 3.949.489.022.732.420,00 
RAFAEL TENES ESCRICH;-0.41769041582283317; 3.949.911.547.815.700,00 
HUMANISTA MARINER;-0.39378351278226137; 394.603.675.282.938,00 
CAMPOAMOR;-0.35327536611621874; 3.947.269.097.218.790,00 
BURJASOT;-0.3855683598061522; 3.948.523.665.923.830,00 
MALVARROSA;-0.3279894625769134; 394.788.559.620.044,00 
TURIA;-0.3854384918202622; 3.947.761.243.083.560,00 
ARTES Y OFICIOS;-0.35228518637172346; 3.946.781.942.178.650,00 
MONESTIR DE POBLET;-0.393349938813852; 3.948.551.882.833.970,00 
SAN CLEMENTE;-0.4023688159617103; 39.490.189.073.456.500,00 
PRINCIPAL;-0.36338217863124994; 39.430.263.892.491.100,00 
INDUSTRIA;-0.34389018895155365; 3.946.352.671.222.220,00 
QUART;-0.3820562580166246; 3.947.607.223.671.280,00 
BRASIL;-0.3992380774021135; 3.947.204.216.924.690,00 
SAN IGNACIO DE LOYOLA;-0.3904689453161543; 3.947.328.165.603.920,00 
POETA QUEROL;-0.374177261132111; 3.947.131.712.966.050,00 
ARQUITECTO RODRIGUEZ;-0.36919450212111943; 39.493.916.306.215.400,00 
FELIP MARIA GARIN;-0.3594962101253016; 3.946.816.343.222.800,00 
AUSIAS MARCH;-0.37345094492315273; 3.945.312.708.633.570,00 
MARQUES DEL TURIA;-0.36701102282798914; 3.946.782.425.581.220,00 
PADRE VICAS;-0.3705717086192078; 3.949.414.015.089.200,00 
JOSE MARIA HARO (MAGISTRAT);-0.33783355106209395; 3.947.185.025.977.540,00 
HEROE ROMEU;-0.3884777565589989; 39.469.246.355.270.500,00 
CALVO ACACIO;-0.3915425296274158; 39.453.389.846.270.300,00 
RODRIGUEZ DE CEPEDA;-0.3528394670386867; 3.946.850.135.531.110,00 
LINARES;-0.3950306703143595; 3.946.826.901.758.240,00 
CASTELL DE POP;-0.33376931494820294; 39.448.182.732.765.200,00 
AMADO GRANELL MESADO (MILITAR);-0.3639674098138749; 39.457.931.353.401.800,00 
ALCOY;-0.3771943137458581; 39.464.537.050.805.400,00 
DOCTOR WAKSMAN;-0.3693087117748599; 3.945.539.495.287.070,00 
MALAGA;-0.3825004157994096; 3.948.465.179.358.680,00 
VICENTE BRULL;-0.3323558408761587; 39.466.927.535.798.600,00 
DOCTOR VICENTE ZARAGOZA;-0.3601473977360792; 3.948.408.429.528.990,00 
FRANCISCO DE BELLVIS;-0.3402783228897819; 3.946.474.495.188.900,00 
ANGEL GUIMERA;-0.3856404496611606; 3.947.028.006.818.490,00 
DEMOCRACIA;-0.40011727734494557; 3.947.354.202.841.180,00 
GUILLEM DE ANGLESOLA;-0.34620287356696344; 39.464.224.024.138.000,00 
MALVARROSA;-0.3279790473255594; 3.948.108.467.740.040,00 
SAN FRANCISCO DE BORJA;-0.3851546595103031; 3.946.604.778.942.040,00 
BAILEN;-0.37852760691509696; 39.465.588.092.566.600,00 
RAMON LLULL;-0.34634759650738606; 3.947.799.221.878.390,00 
MU-IZ Y H. DE ALBA;-0.3471661094480593; 39.464.511.954.781.300,00 
JOSE SOTO MICO;-0.38914832844624514; 3.943.964.966.279.050,00 
HONORATO JUAN;-0.3866270980432451; 3.946.479.298.252.190,00 
RODRIGO DE PERTEGAS;-0.3429737274790545; 39.461.347.786.220.300,00 
PUERTO RICO;-0.37674006436969265; 394.608.724.927.418,00 
AYORA;-0.39367676622285364; 39.464.450.089.758.600,00 
ALBACETE;-0.3833351775102652; 3.946.410.976.073.510,00 
FELIPE VALLS;-0.4198865005933911; 3.950.302.512.018.140,00 
DEMOCRACIA;-0.3956211802356355; 3.947.414.385.210.070,00 
SAN JOSE DE CALASANZ;-0.3893959017287616; 3.946.695.615.927.110,00 
SAN VICENTE MARTIR;-0.38225859347649666; 3.946.291.556.832.240,00 
ALFAHUIR;-0.36633758577179365; 3.948.883.697.750.370,00 
MAESTRO GOZALBO;-0.369562296409081; 39.465.706.750.299.400,00 
DOCTOR PESET CERVERA;-0.38678486219808816; 3.947.472.970.061.810,00 
MAESTRO ESTEBAN CATALA;-0.36072014348616094; 394.819.532.749.308,00 
TOTANA;-0.39458014179957235; 3.946.973.356.336.590,00 
ARCHIDUQUE CARLOS;-0.3987961022627762; 39.461.267.172.420.000,00 
JUAN XXIII;-0.38261825587822923; 39.492.082.118.020.200,00 
PECHINA;-0.38532806323895047; 3.947.913.545.130.590,00 
GOYA;-0.39827404508040537; 3.947.333.089.706.240,00 
FRANCISCO CLIMENT;-0.38668518226970616; 39.455.361.266.043.600,00 
LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);-0.34578039621152595; 3.945.587.141.093.020,00 
CIUDAD DE BRUJAS;-0.37953217618110996; 3.947.304.117.292.970,00 
AMADO GRANELL MESADO (MILITAR);-0.3647839592289719; 39.459.086.051.313.300,00 
BERNIA;-0.37279964352254286; 3.945.427.682.686.160,00 
CUENCA;-0.38789618627876987; 39.464.823.117.418.400,00 
PERIS BRELL;-0.34773703939965095; 39.464.671.009.171.700,00 
ACTOR LLORENS;-0.35534127349600675; 3.946.695.635.916.520,00 
SANTANDER;-0.3894188598078295; 39.454.321.947.967.700,00 
MADERAS;-0.3394118284265019; 39.462.190.315.495.700,00 
NOGUERA;-0.34165285356755143; 3.946.242.422.470.950,00 
ABEN AL ABBAR;-0.3529826112824751; 3.946.622.962.268.150,00 
PEREZ GALDOS;-0.39246713379208753; 3.947.040.808.446.760,00 
REGNE DE VALENCIA;-0.3682607829741969; 3.946.393.608.260.530,00 
GUILLEM DE ANGLESOLA;-0.34605098776136867; 3.946.415.412.504.300,00 
VEINTICINCO DE ABRIL;-0.3982685354891686; 394.704.457.693.867,00 
DOCTOR VICENTE ZARAGOZA;-0.3581840408943785; 3.948.368.072.065.240,00 
ALAMO;-0.3909151426689527; 39.491.862.239.521.000,00 
TAMARINDOS;-0.4023175526608923; 3.947.823.296.740.250,00 
POETA ALTET;-0.36417496737583605; 3.948.665.966.587.020,00 
ALCALDE ALBORS;-0.3954001448372215; 39.472.404.412.120.200,00 
MIGUEL SERVET;-0.3939231813145232; 3.948.807.360.947.890,00 
SAN JOSE DE PIGNATELLI;-0.3838680947773964; 3.949.119.584.667.590,00 
LLANERA DE RANES;-0.39086257385753276; 39.454.120.551.733.200,00 
ALMUDAINA;-0.3829390876523937; 3.945.359.420.599.280,00 
BELLO;-0.334834304476885; 3.946.040.064.853.330,00 
ALQUERIA DE LA ESTRELLA;-0.382963580603009; 3.948.535.718.175.270,00 
ZAPADORES;-0.3682771682890935; 3.945.769.753.703.540,00 
SAN COLUMBANO;-0.35778920323121755; 39.489.271.817.401.100,00 
PELAYO;-0.3798440190144989; 39.464.040.544.369.800,00 
JOSE GROLLO;-0.39445894907232737; 3.949.454.185.936.230,00 
ACTOR LLORENS;-0.35409701325276854; 39.469.671.089.597.000,00 
DUQUE DE MANDAS;-0.36609639046269826; 39.491.141.968.726.900,00 
DOCTOR ROYO VILANOVA;-0.3915904331880689; 3.944.372.119.637.640,00 
RIBERA;-0.3759923800334405; 3.946.739.756.415.470,00 
OEST;-0.3795818634269826; 39.470.689.870.514.000,00 
PINTOR STOLZ;-0.4011082620139992; 3.946.979.072.030.580,00 
DOCTOR ZAMENHOF;-0.3948725177620145; 3.947.455.620.635.870,00 
